close,symbol,date,close,close,close,close,close,close,close,close,close,close,close,close,close
QQQ,,,IMMR,LWAY,NVDA,BSX,FTNT,SCHD,RMBI,BFIN,SOXX,JEPI,T,VZ,PCG
,LWAY,2025-02-25,,21.06999969482422,,,,,,,,,,,
,LWAY,2025-02-26,,21.030000686645508,,,,,,,,,,,
,LWAY,2025-02-27,,21.030000686645508,,,,,,,,,,,
,LWAY,2025-02-28,,21.149999618530273,,,,,,,,,,,
,LWAY,2025-03-03,,20.850000381469727,,,,,,,,,,,
,LWAY,2025-03-04,,21.020000457763672,,,,,,,,,,,
,LWAY,2025-03-05,,21.15999984741211,,,,,,,,,,,
,LWAY,2025-03-06,,20.90999984741211,,,,,,,,,,,
,LWAY,2025-03-07,,21.200000762939453,,,,,,,,,,,
,LWAY,2025-03-10,,20.399999618530273,,,,,,,,,,,
,LWAY,2025-03-11,,20.510000228881836,,,,,,,,,,,
,LWAY,2025-03-12,,20.600000381469727,,,,,,,,,,,
,LWAY,2025-03-13,,20.420000076293945,,,,,,,,,,,
,LWAY,2025-03-14,,20.059999465942383,,,,,,,,,,,
,LWAY,2025-03-17,,23.059999465942383,,,,,,,,,,,
,LWAY,2025-03-18,,22.950000762939453,,,,,,,,,,,
,LWAY,2025-03-19,,22.610000610351562,,,,,,,,,,,
,LWAY,2025-03-20,,23.690000534057617,,,,,,,,,,,
,LWAY,2025-03-21,,23.850000381469727,,,,,,,,,,,
,LWAY,2025-03-24,,23.969999313354492,,,,,,,,,,,
,LWAY,2025-03-25,,24.5,,,,,,,,,,,
,LWAY,2025-03-26,,24.649999618530273,,,,,,,,,,,
,LWAY,2025-03-27,,24.56999969482422,,,,,,,,,,,
,LWAY,2025-03-28,,24.530000686645508,,,,,,,,,,,
,NVDA,2024-12-31,,,134.2899932861328,,,,,,,,,,
,NVDA,2025-01-02,,,138.30999755859375,,,,,,,,,,
,NVDA,2025-01-03,,,144.47000122070312,,,,,,,,,,
,NVDA,2025-01-06,,,149.42999267578125,,,,,,,,,,
,NVDA,2025-01-07,,,140.13999938964844,,,,,,,,,,
,NVDA,2025-01-08,,,140.11000061035156,,,,,,,,,,
,NVDA,2025-01-10,,,135.91000366210938,,,,,,,,,,
,NVDA,2025-01-13,,,133.22999572753906,,,,,,,,,,
,NVDA,2025-01-14,,,131.75999450683594,,,,,,,,,,
,NVDA,2025-01-15,,,136.24000549316406,,,,,,,,,,
,NVDA,2025-01-16,,,133.57000732421875,,,,,,,,,,
,NVDA,2025-01-17,,,137.7100067138672,,,,,,,,,,
,NVDA,2025-01-21,,,140.8300018310547,,,,,,,,,,
,NVDA,2025-01-22,,,147.07000732421875,,,,,,,,,,
,NVDA,2025-01-23,,,147.22000122070312,,,,,,,,,,
,NVDA,2025-01-24,,,142.6199951171875,,,,,,,,,,
,NVDA,2025-01-27,,,118.41999816894531,,,,,,,,,,
,NVDA,2025-01-28,,,128.99000549316406,,,,,,,,,,
,NVDA,2025-01-29,,,123.69999694824219,,,,,,,,,,
,NVDA,2025-01-30,,,124.6500015258789,,,,,,,,,,
,NVDA,2025-01-31,,,120.06999969482422,,,,,,,,,,
,NVDA,2025-02-03,,,116.66000366210938,,,,,,,,,,
,NVDA,2025-02-04,,,118.6500015258789,,,,,,,,,,
,NVDA,2025-02-05,,,124.83000183105469,,,,,,,,,,
,NVDA,2025-02-06,,,128.67999267578125,,,,,,,,,,
,NVDA,2025-02-07,,,129.83999633789062,,,,,,,,,,
,NVDA,2025-02-10,,,133.57000732421875,,,,,,,,,,
,NVDA,2025-02-11,,,132.8000030517578,,,,,,,,,,
,NVDA,2025-02-12,,,131.13999938964844,,,,,,,,,,
,NVDA,2025-02-13,,,135.2899932861328,,,,,,,,,,
,NVDA,2025-02-14,,,138.85000610351562,,,,,,,,,,
,NVDA,2025-02-18,,,139.39999389648438,,,,,,,,,,
,NVDA,2025-02-19,,,139.22999572753906,,,,,,,,,,
,NVDA,2025-02-20,,,140.11000061035156,,,,,,,,,,
,NVDA,2025-02-21,,,134.42999267578125,,,,,,,,,,
,NVDA,2025-02-24,,,130.27999877929688,,,,,,,,,,
,NVDA,2025-02-25,,,126.62999725341797,,,,,,,,,,
,NVDA,2025-02-26,,,131.27999877929688,,,,,,,,,,
,NVDA,2025-02-27,,,120.1500015258789,,,,,,,,,,
,NVDA,2025-02-28,,,124.91999816894531,,,,,,,,,,
,NVDA,2025-03-03,,,114.05999755859375,,,,,,,,,,
,NVDA,2025-03-04,,,115.98999786376953,,,,,,,,,,
,NVDA,2025-03-05,,,117.30000305175781,,,,,,,,,,
,NVDA,2025-03-06,,,110.56999969482422,,,,,,,,,,
,NVDA,2025-03-07,,,112.69000244140625,,,,,,,,,,
,NVDA,2025-03-10,,,106.9800033569336,,,,,,,,,,
,NVDA,2025-03-11,,,108.76000213623047,,,,,,,,,,
,NVDA,2025-03-12,,,115.73999786376953,,,,,,,,,,
,NVDA,2025-03-13,,,115.58000183105469,,,,,,,,,,
,NVDA,2025-03-14,,,121.66999816894531,,,,,,,,,,
,NVDA,2025-03-17,,,119.52999877929688,,,,,,,,,,
,NVDA,2025-03-18,,,115.43000030517578,,,,,,,,,,
,NVDA,2025-03-19,,,117.5199966430664,,,,,,,,,,
,NVDA,2025-03-20,,,118.52999877929688,,,,,,,,,,
,NVDA,2025-03-21,,,117.69999694824219,,,,,,,,,,
,NVDA,2025-03-24,,,121.41000366210938,,,,,,,,,,
,NVDA,2025-03-25,,,120.69000244140625,,,,,,,,,,
,NVDA,2025-03-26,,,113.76000213623047,,,,,,,,,,
,NVDA,2025-03-27,,,111.43000030517578,,,,,,,,,,
,NVDA,2025-03-28,,,109.66999816894531,,,,,,,,,,
,BSX,2024-12-31,,,,89.31999969482422,,,,,,,,,
,BSX,2025-01-02,,,,89.37999725341797,,,,,,,,,
,BSX,2025-01-03,,,,90.69000244140625,,,,,,,,,
,BSX,2025-01-06,,,,91.29000091552734,,,,,,,,,
,BSX,2025-01-07,,,,91.98999786376953,,,,,,,,,
,BSX,2025-01-08,,,,95.94999694824219,,,,,,,,,
,BSX,2025-01-10,,,,94.87999725341797,,,,,,,,,
,BSX,2025-01-13,,,,94.61000061035156,,,,,,,,,
,BSX,2025-01-14,,,,95.6500015258789,,,,,,,,,
,BSX,2025-01-15,,,,96.88999938964844,,,,,,,,,
,BSX,2025-01-16,,,,98.16999816894531,,,,,,,,,
,BSX,2025-01-17,,,,98.66000366210938,,,,,,,,,
,BSX,2025-01-21,,,,100.91000366210938,,,,,,,,,
,BSX,2025-01-22,,,,100.30999755859375,,,,,,,,,
,BSX,2025-01-23,,,,101.63999938964844,,,,,,,,,
,BSX,2025-01-24,,,,101.94000244140625,,,,,,,,,
,BSX,2025-01-27,,,,102.2699966430664,,,,,,,,,
,BSX,2025-01-28,,,,102.31999969482422,,,,,,,,,
,BSX,2025-01-29,,,,102.70999908447266,,,,,,,,,
,BSX,2025-01-30,,,,103.04000091552734,,,,,,,,,
,BSX,2025-01-31,,,,102.36000061035156,,,,,,,,,
,BSX,2025-02-03,,,,103.06999969482422,,,,,,,,,
,BSX,2025-02-04,,,,103.54000091552734,,,,,,,,,
,BSX,2025-02-05,,,,104.97000122070312,,,,,,,,,
,BSX,2025-02-06,,,,105.0199966430664,,,,,,,,,
,BSX,2025-02-07,,,,105.25,,,,,,,,,
,BSX,2025-02-10,,,,106.18000030517578,,,,,,,,,
,BSX,2025-02-11,,,,105.9800033569336,,,,,,,,,
,BSX,2025-02-12,,,,105.7699966430664,,,,,,,,,
,BSX,2025-02-13,,,,106.13999938964844,,,,,,,,,
,BSX,2025-02-14,,,,106.11000061035156,,,,,,,,,
,BSX,2025-02-18,,,,105.3499984741211,,,,,,,,,
,BSX,2025-02-19,,,,105.66999816894531,,,,,,,,,
,BSX,2025-02-20,,,,105.36000061035156,,,,,,,,,
,BSX,2025-02-21,,,,104.48999786376953,,,,,,,,,
,BSX,2025-02-24,,,,104.38999938964844,,,,,,,,,
,BSX,2025-02-25,,,,100.72000122070312,,,,,,,,,
,BSX,2025-02-26,,,,101.55999755859375,,,,,,,,,
,BSX,2025-02-27,,,,100.80000305175781,,,,,,,,,
,BSX,2025-02-28,,,,103.79000091552734,,,,,,,,,
,BSX,2025-03-03,,,,104.87000274658203,,,,,,,,,
,BSX,2025-03-04,,,,103.61000061035156,,,,,,,,,
,BSX,2025-03-05,,,,104.70999908447266,,,,,,,,,
,BSX,2025-03-06,,,,100.80000305175781,,,,,,,,,
,BSX,2025-03-07,,,,99.12999725341797,,,,,,,,,
,BSX,2025-03-10,,,,94.12999725341797,,,,,,,,,
,BSX,2025-03-11,,,,95.5199966430664,,,,,,,,,
,BSX,2025-03-12,,,,96.41999816894531,,,,,,,,,
,BSX,2025-03-13,,,,95.37000274658203,,,,,,,,,
,BSX,2025-03-14,,,,97.16000366210938,,,,,,,,,
,BSX,2025-03-17,,,,98.9000015258789,,,,,,,,,
,BSX,2025-03-18,,,,99.22000122070312,,,,,,,,,
,BSX,2025-03-19,,,,100.7300033569336,,,,,,,,,
,BSX,2025-03-20,,,,101.51000213623047,,,,,,,,,
,BSX,2025-03-21,,,,100.69000244140625,,,,,,,,,
,BSX,2025-03-24,,,,102.66999816894531,,,,,,,,,
,BSX,2025-03-25,,,,103.08000183105469,,,,,,,,,
,BSX,2025-03-26,,,,102.33999633789062,,,,,,,,,
,BSX,2025-03-27,,,,100.80000305175781,,,,,,,,,
,BSX,2025-03-28,,,,99.36000061035156,,,,,,,,,
,FTNT,2024-12-31,,,,,94.4800033569336,,,,,,,,
,FTNT,2025-01-02,,,,,94.75,,,,,,,,
,FTNT,2025-01-03,,,,,97.47000122070312,,,,,,,,
,FTNT,2025-01-06,,,,,97.94000244140625,,,,,,,,
,FTNT,2025-01-07,,,,,95.93000030517578,,,,,,,,
,FTNT,2025-01-08,,,,,96.04000091552734,,,,,,,,
,FTNT,2025-01-10,,,,,94.55999755859375,,,,,,,,
,FTNT,2025-01-13,,,,,93.83000183105469,,,,,,,,
,FTNT,2025-01-14,,,,,92.48999786376953,,,,,,,,
,FTNT,2025-01-15,,,,,93.05999755859375,,,,,,,,
,FTNT,2025-01-16,,,,,94.05000305175781,,,,,,,,
,FTNT,2025-01-17,,,,,94.2300033569336,,,,,,,,
,FTNT,2025-01-21,,,,,97.19999694824219,,,,,,,,
,FTNT,2025-01-22,,,,,98.23999786376953,,,,,,,,
,FTNT,2025-01-23,,,,,97.44999694824219,,,,,,,,
,FTNT,2025-01-24,,,,,96.9000015258789,,,,,,,,
,FTNT,2025-01-27,,,,,96.7699966430664,,,,,,,,
,FTNT,2025-01-28,,,,,99.83000183105469,,,,,,,,
,FTNT,2025-01-29,,,,,99.33000183105469,,,,,,,,
,FTNT,2025-01-30,,,,,100.93000030517578,,,,,,,,
,FTNT,2025-01-31,,,,,100.87999725341797,,,,,,,,
,FTNT,2025-02-03,,,,,100.9000015258789,,,,,,,,
,FTNT,2025-02-04,,,,,102.77999877929688,,,,,,,,
,FTNT,2025-02-05,,,,,105.06999969482422,,,,,,,,
,FTNT,2025-02-06,,,,,104.72000122070312,,,,,,,,
,FTNT,2025-02-07,,,,,107.66000366210938,,,,,,,,
,FTNT,2025-02-10,,,,,109.55000305175781,,,,,,,,
,FTNT,2025-02-11,,,,,108.33000183105469,,,,,,,,
,FTNT,2025-02-12,,,,,107.69999694824219,,,,,,,,
,FTNT,2025-02-13,,,,,109.9800033569336,,,,,,,,
,FTNT,2025-02-14,,,,,111.63999938964844,,,,,,,,
,FTNT,2025-02-18,,,,,114.26000213623047,,,,,,,,
,FTNT,2025-02-19,,,,,114.56999969482422,,,,,,,,
,FTNT,2025-02-20,,,,,114.20999908447266,,,,,,,,
,FTNT,2025-02-21,,,,,110.0199966430664,,,,,,,,
,FTNT,2025-02-24,,,,,108.69000244140625,,,,,,,,
,FTNT,2025-02-25,,,,,108.05999755859375,,,,,,,,
,FTNT,2025-02-26,,,,,109.0199966430664,,,,,,,,
,FTNT,2025-02-27,,,,,107.08999633789062,,,,,,,,
,FTNT,2025-02-28,,,,,108.01000213623047,,,,,,,,
,FTNT,2025-03-03,,,,,106.54000091552734,,,,,,,,
,FTNT,2025-03-04,,,,,106.4800033569336,,,,,,,,
,FTNT,2025-03-05,,,,,106.80000305175781,,,,,,,,
,FTNT,2025-03-06,,,,,101.72000122070312,,,,,,,,
,FTNT,2025-03-07,,,,,101.27999877929688,,,,,,,,
,FTNT,2025-03-10,,,,,96.04000091552734,,,,,,,,
,FTNT,2025-03-11,,,,,98.27999877929688,,,,,,,,
,FTNT,2025-03-12,,,,,97.93000030517578,,,,,,,,
,FTNT,2025-03-13,,,,,93.41999816894531,,,,,,,,
,FTNT,2025-03-14,,,,,96.25,,,,,,,,
,FTNT,2025-03-17,,,,,96.66999816894531,,,,,,,,
,FTNT,2025-03-18,,,,,96.91000366210938,,,,,,,,
,FTNT,2025-03-19,,,,,98.16999816894531,,,,,,,,
,FTNT,2025-03-20,,,,,98.44999694824219,,,,,,,,
,FTNT,2025-03-21,,,,,98.6500015258789,,,,,,,,
,FTNT,2025-03-24,,,,,99.79000091552734,,,,,,,,
,FTNT,2025-03-25,,,,,102.08999633789062,,,,,,,,
,FTNT,2025-03-26,,,,,101.01000213623047,,,,,,,,
,FTNT,2025-03-27,,,,,99.54000091552734,,,,,,,,
,FTNT,2025-03-28,,,,,96.5999984741211,,,,,,,,
,SCHD,2024-12-31,,,,,,27.31999969482422,,,,,,,
,SCHD,2025-01-02,,,,,,27.260000228881836,,,,,,,
,SCHD,2025-01-03,,,,,,27.440000534057617,,,,,,,
,SCHD,2025-01-06,,,,,,27.270000457763672,,,,,,,
,SCHD,2025-01-07,,,,,,27.260000228881836,,,,,,,
,SCHD,2025-01-08,,,,,,27.31999969482422,,,,,,,
,SCHD,2025-01-10,,,,,,27.010000228881836,,,,,,,
,SCHD,2025-01-13,,,,,,27.299999237060547,,,,,,,
,SCHD,2025-01-14,,,,,,27.520000457763672,,,,,,,
,SCHD,2025-01-15,,,,,,27.81999969482422,,,,,,,
,SCHD,2025-01-16,,,,,,27.829999923706055,,,,,,,
,SCHD,2025-01-17,,,,,,27.989999771118164,,,,,,,
,SCHD,2025-01-21,,,,,,28.219999313354492,,,,,,,
,SCHD,2025-01-22,,,,,,27.920000076293945,,,,,,,
,SCHD,2025-01-23,,,,,,28.09000015258789,,,,,,,
,SCHD,2025-01-24,,,,,,28.06999969482422,,,,,,,
,SCHD,2025-01-27,,,,,,28.450000762939453,,,,,,,
,SCHD,2025-01-28,,,,,,28.06999969482422,,,,,,,
,SCHD,2025-01-29,,,,,,28.010000228881836,,,,,,,
,SCHD,2025-01-30,,,,,,27.979999542236328,,,,,,,
,SCHD,2025-01-31,,,,,,27.829999923706055,,,,,,,
,SCHD,2025-02-03,,,,,,27.719999313354492,,,,,,,
,SCHD,2025-02-04,,,,,,27.760000228881836,,,,,,,
,SCHD,2025-02-05,,,,,,27.950000762939453,,,,,,,
,SCHD,2025-02-06,,,,,,27.75,,,,,,,
,SCHD,2025-02-07,,,,,,27.559999465942383,,,,,,,
,SCHD,2025-02-10,,,,,,27.68000030517578,,,,,,,
,SCHD,2025-02-11,,,,,,27.8700008392334,,,,,,,
,SCHD,2025-02-12,,,,,,27.649999618530273,,,,,,,
,SCHD,2025-02-13,,,,,,27.850000381469727,,,,,,,
,SCHD,2025-02-14,,,,,,27.790000915527344,,,,,,,
,SCHD,2025-02-18,,,,,,27.989999771118164,,,,,,,
,SCHD,2025-02-19,,,,,,28.18000030517578,,,,,,,
,SCHD,2025-02-20,,,,,,28.31999969482422,,,,,,,
,SCHD,2025-02-21,,,,,,28.209999084472656,,,,,,,
,SCHD,2025-02-24,,,,,,28.260000228881836,,,,,,,
,SCHD,2025-02-25,,,,,,28.450000762939453,,,,,,,
,SCHD,2025-02-26,,,,,,28.149999618530273,,,,,,,
,SCHD,2025-02-27,,,,,,28.170000076293945,,,,,,,
,SCHD,2025-02-28,,,,,,28.540000915527344,,,,,,,
,SCHD,2025-03-03,,,,,,28.399999618530273,,,,,,,
,SCHD,2025-03-04,,,,,,27.920000076293945,,,,,,,
,SCHD,2025-03-05,,,,,,28.049999237060547,,,,,,,
,SCHD,2025-03-06,,,,,,28.06999969482422,,,,,,,
,SCHD,2025-03-07,,,,,,28.459999084472656,,,,,,,
,SCHD,2025-03-10,,,,,,28.3799991607666,,,,,,,
,SCHD,2025-03-11,,,,,,27.739999771118164,,,,,,,
,SCHD,2025-03-12,,,,,,27.440000534057617,,,,,,,
,SCHD,2025-03-13,,,,,,27.290000915527344,,,,,,,
,SCHD,2025-03-14,,,,,,27.639999389648438,,,,,,,
,SCHD,2025-03-17,,,,,,27.959999084472656,,,,,,,
,SCHD,2025-03-18,,,,,,27.920000076293945,,,,,,,
,SCHD,2025-03-19,,,,,,28.030000686645508,,,,,,,
,SCHD,2025-03-20,,,,,,27.950000762939453,,,,,,,
,SCHD,2025-03-21,,,,,,27.760000228881836,,,,,,,
,SCHD,2025-03-24,,,,,,28.09000015258789,,,,,,,
,SCHD,2025-03-25,,,,,,27.84000015258789,,,,,,,
,SCHD,2025-03-26,,,,,,27.799999237060547,,,,,,,
,SCHD,2025-03-27,,,,,,27.75,,,,,,,
,SCHD,2025-03-28,,,,,,27.579999923706055,,,,,,,
,RMBI,2024-12-31,,,,,,,14.149999618530273,,,,,,
