close,symbol,date,close,close,close,close,close,close,close,close,close,close,close,close,close
QQQ,,,IMMR,LWAY,NVDA,BSX,FTNT,SCHD,RMBI,BFIN,SOXX,JEPI,T,VZ,PCG
511.2300109863281,QQQ,2024-12-31,,,,,,,,,,,,,
510.2300109863281,QQQ,2025-01-02,,,,,,,,,,,,,
518.5800170898438,QQQ,2025-01-03,,,,,,,,,,,,,
524.5399780273438,QQQ,2025-01-06,,,,,,,,,,,,,
515.1799926757812,QQQ,2025-01-07,,,,,,,,,,,,,
515.27001953125,QQQ,2025-01-08,,,,,,,,,,,,,
507.19000244140625,QQQ,2025-01-10,,,,,,,,,,,,,
505.55999755859375,QQQ,2025-01-13,,,,,,,,,,,,,
505.0799865722656,QQQ,2025-01-14,,,,,,,,,,,,,
516.7000122070312,QQQ,2025-01-15,,,,,,,,,,,,,
513.0800170898438,QQQ,2025-01-16,,,,,,,,,,,,,
521.739990234375,QQQ,2025-01-17,,,,,,,,,,,,,
524.7999877929688,QQQ,2025-01-21,,,,,,,,,,,,,
531.510009765625,QQQ,2025-01-22,,,,,,,,,,,,,
532.6400146484375,QQQ,2025-01-23,,,,,,,,,,,,,
529.6300048828125,QQQ,2025-01-24,,,,,,,,,,,,,
514.2100219726562,QQQ,2025-01-27,,,,,,,,,,,,,
521.8099975585938,QQQ,2025-01-28,,,,,,,,,,,,,
520.8300170898438,QQQ,2025-01-29,,,,,,,,,,,,,
523.0499877929688,QQQ,2025-01-30,,,,,,,,,,,,,
522.2899780273438,QQQ,2025-01-31,,,,,,,,,,,,,
518.1099853515625,QQQ,2025-02-03,,,,,,,,,,,,,
524.469970703125,QQQ,2025-02-04,,,,,,,,,,,,,
526.8499755859375,QQQ,2025-02-05,,,,,,,,,,,,,
529.5999755859375,QQQ,2025-02-06,,,,,,,,,,,,,
522.9199829101562,QQQ,2025-02-07,,,,,,,,,,,,,
529.25,QQQ,2025-02-10,,,,,,,,,,,,,
527.989990234375,QQQ,2025-02-11,,,,,,,,,,,,,
528.2999877929688,QQQ,2025-02-12,,,,,,,,,,,,,
535.9000244140625,QQQ,2025-02-13,,,,,,,,,,,,,
538.1500244140625,QQQ,2025-02-14,,,,,,,,,,,,,
539.3699951171875,QQQ,2025-02-18,,,,,,,,,,,,,
539.52001953125,QQQ,2025-02-19,,,,,,,,,,,,,
537.22998046875,QQQ,2025-02-20,,,,,,,,,,,,,
526.0800170898438,QQQ,2025-02-21,,,,,,,,,,,,,
519.8699951171875,QQQ,2025-02-24,,,,,,,,,,,,,
513.3200073242188,QQQ,2025-02-25,,,,,,,,,,,,,
514.5599975585938,QQQ,2025-02-26,,,,,,,,,,,,,
500.2699890136719,QQQ,2025-02-27,,,,,,,,,,,,,
508.1700134277344,QQQ,2025-02-28,,,,,,,,,,,,,
497.04998779296875,QQQ,2025-03-03,,,,,,,,,,,,,
495.54998779296875,QQQ,2025-03-04,,,,,,,,,,,,,
502.010009765625,QQQ,2025-03-05,,,,,,,,,,,,,
488.20001220703125,QQQ,2025-03-06,,,,,,,,,,,,,
491.7900085449219,QQQ,2025-03-07,,,,,,,,,,,,,
472.7300109863281,QQQ,2025-03-10,,,,,,,,,,,,,
471.6000061035156,QQQ,2025-03-11,,,,,,,,,,,,,
476.9200134277344,QQQ,2025-03-12,,,,,,,,,,,,,
468.3399963378906,QQQ,2025-03-13,,,,,,,,,,,,,
479.6600036621094,QQQ,2025-03-14,,,,,,,,,,,,,
482.7699890136719,QQQ,2025-03-17,,,,,,,,,,,,,
474.5400085449219,QQQ,2025-03-18,,,,,,,,,,,,,
480.8900146484375,QQQ,2025-03-19,,,,,,,,,,,,,
479.260009765625,QQQ,2025-03-20,,,,,,,,,,,,,
480.8399963378906,QQQ,2025-03-21,,,,,,,,,,,,,
490.6600036621094,QQQ,2025-03-24,,,,,,,,,,,,,
493.4599914550781,QQQ,2025-03-25,,,,,,,,,,,,,
484.3800048828125,QQQ,2025-03-26,,,,,,,,,,,,,
481.6199951171875,QQQ,2025-03-27,,,,,,,,,,,,,
468.94000244140625,QQQ,2025-03-28,,,,,,,,,,,,,
,IMMR,2024-12-31,8.729999542236328,,,,,,,,,,,,
,IMMR,2025-01-02,8.65999984741211,,,,,,,,,,,,
,IMMR,2025-01-03,8.970000267028809,,,,,,,,,,,,
,IMMR,2025-01-06,8.649999618530273,,,,,,,,,,,,
,IMMR,2025-01-07,8.579999923706055,,,,,,,,,,,,
,IMMR,2025-01-08,8.65999984741211,,,,,,,,,,,,
,IMMR,2025-01-10,8.300000190734863,,,,,,,,,,,,
,IMMR,2025-01-13,8.789999961853027,,,,,,,,,,,,
,IMMR,2025-01-14,8.449999809265137,,,,,,,,,,,,
,IMMR,2025-01-15,8.800000190734863,,,,,,,,,,,,
,IMMR,2025-01-16,8.550000190734863,,,,,,,,,,,,
,IMMR,2025-01-17,8.630000114440918,,,,,,,,,,,,
,IMMR,2025-01-21,8.550000190734863,,,,,,,,,,,,
,IMMR,2025-01-22,8.539999961853027,,,,,,,,,,,,
,IMMR,2025-01-23,8.649999618530273,,,,,,,,,,,,
,IMMR,2025-01-24,8.470000267028809,,,,,,,,,,,,
,IMMR,2025-01-27,8.430000305175781,,,,,,,,,,,,
,IMMR,2025-01-28,8.479999542236328,,,,,,,,,,,,
,IMMR,2025-01-29,8.420000076293945,,,,,,,,,,,,
,IMMR,2025-01-30,8.510000228881836,,,,,,,,,,,,
,IMMR,2025-01-31,8.369999885559082,,,,,,,,,,,,
,IMMR,2025-02-03,8.170000076293945,,,,,,,,,,,,
,IMMR,2025-02-04,8.289999961853027,,,,,,,,,,,,
,IMMR,2025-02-05,8.300000190734863,,,,,,,,,,,,
,IMMR,2025-02-06,8.420000076293945,,,,,,,,,,,,
,IMMR,2025-02-07,8.300000190734863,,,,,,,,,,,,
,IMMR,2025-02-10,8.390000343322754,,,,,,,,,,,,
,IMMR,2025-02-11,8.289999961853027,,,,,,,,,,,,
,IMMR,2025-02-12,8.369999885559082,,,,,,,,,,,,
,IMMR,2025-02-13,8.5600004196167,,,,,,,,,,,,
,IMMR,2025-02-14,8.619999885559082,,,,,,,,,,,,
,IMMR,2025-02-18,8.640000343322754,,,,,,,,,,,,
,IMMR,2025-02-19,8.729999542236328,,,,,,,,,,,,
,IMMR,2025-02-20,8.600000381469727,,,,,,,,,,,,
,IMMR,2025-02-21,8.479999542236328,,,,,,,,,,,,
,IMMR,2025-02-24,8.350000381469727,,,,,,,,,,,,
,IMMR,2025-02-25,8.1899995803833,,,,,,,,,,,,
,IMMR,2025-02-26,8.199999809265137,,,,,,,,,,,,
,IMMR,2025-02-27,8.050000190734863,,,,,,,,,,,,
,IMMR,2025-02-28,8.039999961853027,,,,,,,,,,,,
,IMMR,2025-03-03,7.650000095367432,,,,,,,,,,,,
,IMMR,2025-03-04,7.599999904632568,,,,,,,,,,,,
,IMMR,2025-03-05,7.730000019073486,,,,,,,,,,,,
,IMMR,2025-03-06,7.71999979019165,,,,,,,,,,,,
,IMMR,2025-03-07,7.840000152587891,,,,,,,,,,,,
,IMMR,2025-03-10,7.570000171661377,,,,,,,,,,,,
,IMMR,2025-03-11,7.760000228881836,,,,,,,,,,,,
,IMMR,2025-03-12,7.800000190734863,,,,,,,,,,,,
,IMMR,2025-03-13,7.440000057220459,,,,,,,,,,,,
,IMMR,2025-03-14,7.599999904632568,,,,,,,,,,,,
,IMMR,2025-03-17,7.829999923706055,,,,,,,,,,,,
,IMMR,2025-03-18,7.579999923706055,,,,,,,,,,,,
,IMMR,2025-03-19,7.630000114440918,,,,,,,,,,,,
,IMMR,2025-03-20,7.559999942779541,,,,,,,,,,,,
,IMMR,2025-03-21,7.460000038146973,,,,,,,,,,,,
,IMMR,2025-03-24,7.820000171661377,,,,,,,,,,,,
,IMMR,2025-03-25,7.980000019073486,,,,,,,,,,,,
,IMMR,2025-03-26,7.920000076293945,,,,,,,,,,,,
,IMMR,2025-03-27,8.020000457763672,,,,,,,,,,,,
,IMMR,2025-03-28,7.699999809265137,,,,,,,,,,,,
,LWAY,2024-12-31,,24.799999237060547,,,,,,,,,,,
,LWAY,2025-01-02,,24.760000228881836,,,,,,,,,,,
,LWAY,2025-01-03,,24.010000228881836,,,,,,,,,,,
,LWAY,2025-01-06,,23.219999313354492,,,,,,,,,,,
,LWAY,2025-01-07,,23.100000381469727,,,,,,,,,,,
,LWAY,2025-01-08,,23.0,,,,,,,,,,,
,LWAY,2025-01-10,,22.450000762939453,,,,,,,,,,,
,LWAY,2025-01-13,,22.170000076293945,,,,,,,,,,,
,LWAY,2025-01-14,,22.40999984741211,,,,,,,,,,,
,LWAY,2025-01-15,,22.700000762939453,,,,,,,,,,,
,LWAY,2025-01-16,,22.389999389648438,,,,,,,,,,,
,LWAY,2025-01-17,,22.450000762939453,,,,,,,,,,,
,LWAY,2025-01-21,,22.940000534057617,,,,,,,,,,,
,LWAY,2025-01-22,,23.1200008392334,,,,,,,,,,,
,LWAY,2025-01-23,,23.200000762939453,,,,,,,,,,,
,LWAY,2025-01-24,,23.360000610351562,,,,,,,,,,,
,LWAY,2025-01-27,,23.149999618530273,,,,,,,,,,,
,LWAY,2025-01-28,,23.06999969482422,,,,,,,,,,,
,LWAY,2025-01-29,,23.290000915527344,,,,,,,,,,,
,LWAY,2025-01-30,,23.559999465942383,,,,,,,,,,,
,LWAY,2025-01-31,,23.040000915527344,,,,,,,,,,,
,LWAY,2025-02-03,,22.940000534057617,,,,,,,,,,,
,LWAY,2025-02-04,,22.81999969482422,,,,,,,,,,,
,LWAY,2025-02-05,,22.579999923706055,,,,,,,,,,,
,LWAY,2025-02-06,,22.299999237060547,,,,,,,,,,,
,LWAY,2025-02-07,,21.860000610351562,,,,,,,,,,,
,LWAY,2025-02-10,,21.34000015258789,,,,,,,,,,,
,LWAY,2025-02-11,,21.489999771118164,,,,,,,,,,,
,LWAY,2025-02-12,,21.610000610351562,,,,,,,,,,,
,LWAY,2025-02-13,,21.979999542236328,,,,,,,,,,,
,LWAY,2025-02-14,,22.469999313354492,,,,,,,,,,,
,LWAY,2025-02-18,,23.270000457763672,,,,,,,,,,,
,LWAY,2025-02-19,,22.219999313354492,,,,,,,,,,,
,LWAY,2025-02-20,,22.290000915527344,,,,,,,,,,,
,LWAY,2025-02-21,,22.209999084472656,,,,,,,,,,,
,LWAY,2025-02-24,,21.170000076293945,,,,,,,,,,,
