timestamp,close,volume
2025-01-21 05:00:00,33.52,1493629.0
2025-01-22 05:00:00,33.22,615328.0
2025-01-23 05:00:00,33.09,1229460.0
2025-01-24 05:00:00,33.79,688477.0
2025-01-27 05:00:00,32.78,1339586.0
2025-01-28 05:00:00,33.15,580172.0
2025-01-29 05:00:00,33.68,519837.0
2025-01-30 05:00:00,35.27,1457089.0
2025-01-31 05:00:00,34.59,590104.0
2025-02-03 05:00:00,35.0,998270.0
2025-02-04 05:00:00,35.7,856993.0
2025-02-05 05:00:00,36.51,1570230.0
2025-02-06 05:00:00,36.45,1051297.0
2025-02-07 05:00:00,36.06,740882.0
2025-02-10 05:00:00,36.69,834550.0
2025-02-11 05:00:00,36.18,543130.0
2025-02-12 05:00:00,37.16,995719.0
2025-02-13 05:00:00,37.32,903109.0
2025-02-14 05:00:00,36.32,1515853.0
2025-02-18 05:00:00,36.45,1023371.0
2025-02-19 05:00:00,36.54,442248.0
2025-02-20 05:00:00,37.09,719463.0
2025-02-21 05:00:00,35.48,1004547.0
2025-02-24 05:00:00,35.63,978850.0
2025-02-25 05:00:00,35.13,1294830.0
2025-02-26 05:00:00,35.91,383804.0
2025-02-27 05:00:00,34.57,898974.0
2025-02-28 05:00:00,34.73,919968.0
2025-03-03 05:00:00,34.53,1452213.0
2025-03-04 05:00:00,34.9,941329.0
2025-03-05 05:00:00,36.43,965291.0
2025-03-06 05:00:00,36.14,912087.0
2025-03-07 05:00:00,36.41,616019.0
2025-03-10 04:00:00,35.49,858844.0
2025-03-11 04:00:00,37.12,1737543.0
2025-03-12 04:00:00,38.75,1492278.0
2025-03-13 04:00:00,39.22,2247339.0
2025-03-14 04:00:00,39.62,1148692.0
2025-03-17 04:00:00,40.68,1697917.0
2025-03-18 04:00:00,40.51,1133524.0
2025-03-19 04:00:00,40.31,1100468.0
2025-03-20 04:00:00,40.12,525799.0
2025-03-21 04:00:00,39.51,1025755.0
2025-03-24 04:00:00,39.56,814361.0
2025-03-25 04:00:00,39.99,1316862.0
2025-03-26 04:00:00,39.53,1319164.0
2025-03-27 04:00:00,40.44,1654410.0
2025-03-28 04:00:00,39.49,1620484.0
2025-03-31 04:00:00,39.45,1683734.0
2025-04-01 04:00:00,39.12,1271904.0
2025-04-02 04:00:00,39.27,890156.0
2025-04-03 04:00:00,38.6,2015866.0
2025-04-04 04:00:00,34.73,3168294.0
2025-04-07 04:00:00,34.5,1101487.0
2025-04-08 04:00:00,33.97,932489.0
2025-04-09 04:00:00,36.98,1497615.0
2025-04-10 04:00:00,38.14,875248.0
2025-04-11 04:00:00,40.22,1570875.0
2025-04-14 04:00:00,41.01,1050810.0
2025-04-15 04:00:00,41.27,941038.0
2025-04-16 04:00:00,42.17,1131747.0
2025-04-17 04:00:00,41.55,946715.0
