timestamp,close,volume
2025-01-21 05:00:00,92.76,4431278.0
2025-01-22 05:00:00,92.52,3656353.0
2025-01-23 05:00:00,92.28,4861149.0
2025-01-24 05:00:00,92.47,4468718.0
2025-01-27 05:00:00,93.07,4297112.0
2025-01-28 05:00:00,93.08,3906811.0
2025-01-29 05:00:00,92.97,4918428.0
2025-01-30 05:00:00,93.17,4365657.0
2025-01-31 05:00:00,93.02,6277534.0
2025-02-03 05:00:00,92.79,8294195.0
2025-02-04 05:00:00,93.02,6742390.0
2025-02-05 05:00:00,93.56,6576344.0
2025-02-06 05:00:00,93.45,5268575.0
2025-02-07 05:00:00,93.14,4565352.0
2025-02-10 05:00:00,93.12,3229142.0
2025-02-11 05:00:00,92.88,3379547.0
2025-02-12 05:00:00,92.24,7280368.0
2025-02-13 05:00:00,92.93,6122009.0
2025-02-14 05:00:00,93.32,5157925.0
2025-02-18 05:00:00,92.82,4484271.0
2025-02-19 05:00:00,92.97,4607048.0
2025-02-20 05:00:00,93.16,7545412.0
2025-02-21 05:00:00,93.71,6156516.0
2025-02-24 05:00:00,93.91,4109676.0
2025-02-25 05:00:00,94.65,7697169.0
2025-02-26 05:00:00,94.91,7380204.0
2025-02-27 05:00:00,94.8,5907872.0
2025-02-28 05:00:00,95.32,11831519.0
2025-03-03 05:00:00,95.39,9637437.0
2025-03-04 05:00:00,95.09,12745454.0
2025-03-05 05:00:00,94.56,15590008.0
2025-03-06 05:00:00,94.51,9318861.0
2025-03-07 05:00:00,94.39,9210206.0
2025-03-10 04:00:00,95.05,7698488.0
2025-03-11 04:00:00,94.71,10408648.0
2025-03-12 04:00:00,94.43,7610319.0
2025-03-13 04:00:00,94.81,6902748.0
2025-03-14 04:00:00,94.48,4390889.0
2025-03-17 04:00:00,94.56,6733976.0
2025-03-18 04:00:00,94.67,8993542.0
2025-03-19 04:00:00,94.96,5854692.0
2025-03-20 04:00:00,95.1,4409137.0
2025-03-21 04:00:00,95.02,4919587.0
2025-03-24 04:00:00,94.47,4823901.0
2025-03-25 04:00:00,94.63,6825832.0
2025-03-26 04:00:00,94.41,8281749.0
2025-03-27 04:00:00,94.33,5085410.0
2025-03-28 04:00:00,95.09,6224454.0
2025-03-31 04:00:00,95.37,13255922.0
2025-04-01 04:00:00,95.4,18128763.0
2025-04-02 04:00:00,95.31,7635866.0
2025-04-03 04:00:00,96.29,18188011.0
2025-04-04 04:00:00,96.56,27006541.0
2025-04-07 04:00:00,95.41,68670638.0
2025-04-08 04:00:00,94.93,19508019.0
2025-04-09 04:00:00,94.63,24170819.0
2025-04-10 04:00:00,94.04,12093775.0
2025-04-11 04:00:00,93.51,55446575.0
2025-04-14 04:00:00,94.26,12630877.0
2025-04-15 04:00:00,94.54,7708183.0
2025-04-16 04:00:00,94.95,8687379.0
2025-04-17 04:00:00,94.68,6987171.0
