timestamp,close,volume
2025-01-21 05:00:00,603.05,42487853.0
2025-01-22 05:00:00,606.44,48195973.0
2025-01-23 05:00:00,609.75,40935363.0
2025-01-24 05:00:00,607.97,34604693.0
2025-01-27 05:00:00,599.37,70298125.0
2025-01-28 05:00:00,604.52,44433322.0
2025-01-29 05:00:00,601.81,37155029.0
2025-01-30 05:00:00,605.04,39092005.0
2025-01-31 05:00:00,601.82,66644817.0
2025-02-03 05:00:00,597.77,65817248.0
2025-02-04 05:00:00,601.78,33346815.0
2025-02-05 05:00:00,604.22,30623149.0
2025-02-06 05:00:00,606.32,35771503.0
2025-02-07 05:00:00,600.77,50750516.0
2025-02-10 05:00:00,604.85,26045714.0
2025-02-11 05:00:00,605.31,30056740.0
2025-02-12 05:00:00,603.36,45076076.0
2025-02-13 05:00:00,609.73,40768881.0
2025-02-14 05:00:00,609.7,26910448.0
2025-02-18 05:00:00,611.49,26708205.0
2025-02-19 05:00:00,612.93,31011072.0
2025-02-20 05:00:00,610.38,36553902.0
2025-02-21 05:00:00,599.94,76448318.0
2025-02-24 05:00:00,597.21,50737213.0
2025-02-25 05:00:00,594.24,56911072.0
2025-02-26 05:00:00,594.54,43321578.0
2025-02-27 05:00:00,585.05,74182664.0
2025-02-28 05:00:00,594.18,88487668.0
2025-03-03 05:00:00,583.77,74249199.0
2025-03-04 05:00:00,576.86,109632212.0
2025-03-05 05:00:00,583.06,70927248.0
2025-03-06 05:00:00,572.71,80069568.0
2025-03-07 05:00:00,575.92,80415816.0
2025-03-10 04:00:00,560.58,98286124.0
2025-03-11 04:00:00,555.92,87997244.0
2025-03-12 04:00:00,558.87,69547267.0
2025-03-13 04:00:00,551.42,73979414.0
2025-03-14 04:00:00,562.81,62655340.0
2025-03-17 04:00:00,567.15,49008709.0
2025-03-18 04:00:00,561.02,64791422.0
2025-03-19 04:00:00,567.13,66540485.0
2025-03-20 04:00:00,565.49,62933195.0
2025-03-21 04:00:00,563.98,83760964.0
2025-03-24 04:00:00,574.08,58739933.0
2025-03-25 04:00:00,575.46,38355735.0
2025-03-26 04:00:00,568.59,52228898.0
2025-03-27 04:00:00,567.08,41925848.0
2025-03-28 04:00:00,555.66,71628953.0
2025-03-31 04:00:00,559.39,95128213.0
2025-04-01 04:00:00,560.97,54576641.0
2025-04-02 04:00:00,564.52,76007044.0
2025-04-03 04:00:00,536.7,125426398.0
2025-04-04 04:00:00,505.28,217902831.0
2025-04-07 04:00:00,504.38,256046855.0
2025-04-08 04:00:00,496.48,165553031.0
2025-04-09 04:00:00,548.62,241783327.0
2025-04-10 04:00:00,524.58,162294725.0
2025-04-11 04:00:00,533.94,96865434.0
2025-04-14 04:00:00,539.12,68033993.0
2025-04-15 04:00:00,537.61,56892874.0
2025-04-16 04:00:00,525.66,83409814.0
2025-04-17 04:00:00,526.41,79440083.0
